0,1,2
0.81966263,0.9775503,1.0
-1.1975324,4.5187984,-1.0
0.043642007,-1.5695004,1.0
0.8042652,-0.10996802,1.0
-0.45727584,0.33777204,1.0
-0.8967562,-1.6363752,1.0
-3.4999979,-3.269204,-1.0
3.7196517,-1.4773346,-1.0
2.5814216,-3.974293,-1.0
-0.722846,1.5167787,1.0
0.37354532,-1.5151094,1.0
-1.0561105,-0.6827894,1.0
1.0786237,-0.8126077,1.0
-0.29933253,-0.7138349,1.0
1.69501,0.6330747,1.0
0.6030056,0.56702423,1.0
4.106169,-1.6613694,-1.0
-3.280481,2.3742614,-1.0
-0.3320065,-1.5324173,1.0
-0.32730892,-0.70291024,1.0
4.4943924,0.3405055,-1.0
1.499115,-4.15922,-1.0
-1.5305833,-0.92444015,1.0
0.4365406,0.25045738,1.0
1.6612495,-0.6751494,1.0
0.7878427,-1.3418088,1.0
-1.5117964,-2.6617966,-1.0
-1.2717491,-1.4248406,1.0
2.5734391,-3.1960092,-1.0
-0.33333957,-1.4916358,1.0
-1.7791705,-4.1083922,-1.0
-3.0189393,-0.08328236,-1.0
2.5356493,2.3148468,-1.0
-2.5051017,-3.8133101,-1.0
3.8583913,-2.025047,-1.0
-0.6712454,-1.1439602,1.0
-1.5310429,-0.014941248,1.0
-0.8507384,-3.036939,-1.0
1.2453874,1.363045,1.0
-4.0973206,0.56216294,-1.0
2.6513255,4.08153,-1.0
-4.2389083,0.021365633,-1.0
-2.7466636,1.2573117,-1.0
3.8378477,0.89810073,-1.0
0.08778605,0.51487774,1.0
1.8623947,0.5810827,1.0
-1.0855517,0.6792894,1.0
-1.0015256,1.257942,1.0
0.9228774,0.022274613,1.0
-1.5881095,-1.050864,1.0
2.1279812,-3.4185824,-1.0
-0.061265666,0.5588673,1.0
0.24757127,-0.99322426,1.0
1.4742975,-1.2604246,1.0
-1.8187547,3.9768124,-1.0
1.0226494,3.5939243,-1.0
0.9854794,-2.9215953,-1.0
3.3583624,-1.8196447,-1.0
0.9932978,-1.6721863,1.0
-0.25187588,-1.1859381,1.0
3.3666298,-1.2408901,-1.0
