0,1,2
1.0499089,-1.2456956,-1.0
0.7723165,4.414053,1.0
-1.9652916,2.671956,1.0
0.09270659,-1.9384723,-1.0
-3.3933587,0.9670518,1.0
0.49053434,0.88416713,-1.0
0.68697226,0.21569332,-1.0
-2.8996706,3.4362502,1.0
-0.9358573,-0.49418223,-1.0
-1.2410477,0.3990768,-1.0
1.7585143,0.16962041,-1.0
-0.47744873,-0.9540687,-1.0
-0.7598229,4.6920495,1.0
-3.0820735,2.8220794,1.0
0.6519112,1.1651487,-1.0
3.1478858,1.3928411,1.0
-0.0064400584,0.84008646,-1.0
1.4064988,-0.92560214,-1.0
-3.0756876,2.2504075,1.0
-2.5301154,3.7721884,1.0
2.4334784,3.3550684,1.0
0.3454813,-0.70965725,-1.0
1.2772691,0.94779086,-1.0
-2.2537131,2.2694633,1.0
-0.7187174,3.6929102,1.0
-4.777928,0.012198732,1.0
0.6587353,-1.6314583,-1.0
0.88752306,0.82494193,-1.0
-0.53036433,4.132804,1.0
2.278006,4.223295,1.0
1.1984171,-0.07728497,-1.0
0.11627634,-0.9432035,-1.0
0.73381,-0.3529051,-1.0
-1.7971501,-0.7685656,-1.0
2.3451965,3.2671583,1.0
2.9820805,3.9096692,1.0
-2.3829863,3.1451175,1.0
4.525705,1.9449375,1.0
4.2526326,1.544532,1.0
-3.8447099,1.6112133,1.0
0.7742803,-1.1128967,-1.0
-1.8666738,-0.22089235,-1.0
-3.9740033,2.5037103,1.0
1.0363386,4.7054276,1.0
1.7971203,-0.68989134,-1.0
1.6065624,-1.1471977,-1.0
-1.8152713,0.14888163,-1.0
1.5428826,-0.75215465,-1.0
-0.34474745,-1.9608957,-1.0
0.023454897,-0.6811815,-1.0
-1.4269739,4.1199737,1.0
0.8501804,-1.6331521,-1.0
-3.5047607,2.29308,1.0
-0.059288204,-0.07459308,-1.0
1.2508126,-1.3586823,-1.0
-3.934137,2.1036584,1.0
-1.6572554,0.4386239,-1.0
-0.74853754,-0.9147858,-1.0
4.2655706,0.7731422,1.0
1.0171255,2.9197252,1.0
-0.023964822,-1.8872365,-1.0
0.40234882,-0.5193589,-1.0
-4.1387725,1.618798,1.0
1.7128476,2.7259738,1.0
-4.372463,1.2871965,1.0
-2.8824365,4.00612,1.0
1.1722441,-1.1221336,-1.0
0.60994285,0.26814187,-1.0
0.036353927,0.045851074,-1.0
-1.6884226,4.527009,1.0
-0.8944254,0.655878,-1.0
-1.4672815,2.864262,1.0
-2.6206222,3.1859198,1.0
2.8344789,1.7105205,1.0
-1.1474109,-1.5859475,-1.0
3.0491633,1.28889,1.0
0.967547,4.782117,1.0
-0.5493066,0.65541136,-1.0
-0.61239076,-0.2822024,-1.0
-0.07679951,-1.5258567,-1.0
1.933856,4.4240837,1.0
-4.612891,1.608352,1.0
0.2288969,-0.59931296,-1.0
1.8908814,4.1868067,1.0
3.9195516,1.9894872,1.0
0.2096893,3.671189,1.0
-0.40904891,-0.045159087,-1.0
3.4433918,2.8293607,1.0
-4.2402353,1.470782,1.0
3.6405509,1.5226276,1.0
1.4561099,-0.87073255,-1.0
1.2801131,4.5268126,1.0
4.6451297,1.3791084,1.0
1.3248521,0.47233665,-1.0
1.7128372,2.6542432,1.0
0.18368606,-0.9649128,-1.0
0.9353761,-0.27418298,-1.0
-0.047589354,-1.362491,-1.0
-0.25858852,4.9492235,1.0
-0.10852564,-0.13734882,-1.0
0.5865995,0.9609236,-1.0
0.11005887,3.7621932,1.0
1.3730197,4.388102,1.0
1.0059792,-0.7868086,-1.0
-1.4015403,-1.2877456,-1.0
0.21294804,4.57134,1.0
-3.7271693,1.0453873,1.0
0.05861807,-1.864463,-1.0
1.1971157,-0.93949634,-1.0
3.392786,2.4594088,1.0
-3.8858085,1.0846405,1.0
0.8834404,4.1122155,1.0
1.3001813,-0.31241134,-1.0
0.75058824,1.6985981,-1.0
-1.958513,3.3165343,1.0
1.1590848,0.27995038,-1.0
1.1185497,-1.1463963,-1.0
1.2018205,-0.88197595,-1.0
-4.652954,0.23895381,1.0
-1.660168,0.6551882,-1.0
0.48050702,1.5621221,-1.0
-1.7410238,2.8117273,1.0
-0.88427365,3.0414007,1.0
0.4709772,1.1615075,-1.0
-3.1251557,3.6616583,1.0
-2.9693117,2.6082683,1.0
1.6059258,0.45446542,-1.0
-1.3711988,3.914981,1.0
0.94160455,4.3069634,1.0
-0.50758845,0.26048934,-1.0
2.9889038,1.0104218,1.0
2.170055,2.38127,1.0
-0.10841342,-0.65901154,-1.0
-0.62592494,-1.8702415,-1.0
2.5018044,1.9499139,1.0
0.5657274,0.6421192,-1.0
-0.4498949,1.4503218,-1.0
-3.4784493,0.9899546,1.0
-2.102322,3.206239,1.0
-0.11016298,-0.69810295,-1.0
0.24612328,1.6200485,-1.0
0.652869,0.9451957,-1.0
0.6737854,1.2698892,-1.0
-3.7977653,0.30244383,1.0
-1.6925489,4.280451,1.0
-0.8066621,3.5681863,1.0
-0.91850996,0.26502168,-1.0
0.121064134,-1.8359109,-1.0
-3.7367663,0.19429229,1.0
-0.6501865,1.310148,-1.0
-0.20252842,-1.6403399,-1.0
4.45838,1.3334435,1.0
-1.1856987,-0.9125186,-1.0
-1.3708627,-0.28362948,-1.0
-1.5569444,0.27811772,-1.0
4.574945,0.1462104,1.0
-0.43123463,4.3419957,1.0
4.107434,1.740481,1.0
-1.6541889,1.0598397,-1.0
-3.9516013,0.7416694,1.0
4.0368347,2.1322355,1.0
1.4424405,0.7194276,-1.0
1.0208539,-0.08246935,-1.0
-0.41734955,0.49002212,-1.0
-0.6346301,1.875359,-1.0
-3.292134,0.6941559,1.0
-1.1130856,1.281195,-1.0
-2.9184306,1.8068675,1.0
-3.7921698,0.4971521,1.0
-2.0252943,4.158733,1.0
1.208298,0.20308971,-1.0
-0.95315707,0.237732,-1.0
3.42061,1.1240312,1.0
-2.978538,0.5750752,1.0
-1.5223815,0.94127005,-1.0
3.8605368,0.37553257,1.0
-1.4612229,3.8752859,1.0
-0.53214693,3.0827918,1.0
3.4260097,0.86836654,1.0
3.808521,2.693565,1.0
0.5745015,-1.6698338,-1.0
-1.3380417,3.3565059,1.0
-3.884772,2.6846118,1.0
-0.11023951,0.35137382,-1.0
3.2857974,2.3354065,1.0
-0.040056996,3.7267153,1.0
3.4725347,3.0990753,1.0
3.347575,3.0020938,1.0
0.570627,-0.7848673,-1.0
3.5952566,2.917557,1.0
-0.11542556,1.348818,-1.0
-1.3480695,-1.2760649,-1.0
1.6685735,0.22585452,-1.0
0.72654223,0.124989875,-1.0
0.33938968,4.760317,1.0
-3.5165958,0.6404113,1.0
3.2428856,3.6241508,1.0
-1.6048088,0.23475325,-1.0
-1.6673019,-0.22750184,-1.0
-2.8358848,3.0642517,1.0
4.245062,0.5095383,1.0
-0.018107358,1.6908318,-1.0
-0.8684838,2.9151824,1.0
-1.2771045,-0.21102752,-1.0
0.22006775,4.620036,1.0
3.939779,1.0521039,1.0
-4.059235,2.0579803,1.0
0.5683471,-1.1496139,-1.0
-1.0458269,4.4119015,1.0
1.6653911,-0.6040407,-1.0
-0.3745635,0.3552548,-1.0
1.4677837,-0.53964597,-1.0
-0.33343083,0.929178,-1.0
-0.1827235,0.9225323,-1.0
2.99185,1.4329647,1.0
1.0315759,-1.689859,-1.0
-3.845931,1.468665,1.0
3.7898006,2.807197,1.0
0.20742029,0.011479651,-1.0
3.5411692,3.380065,1.0
0.7512245,2.9089072,1.0
1.6655283,-0.76023626,-1.0
-0.097969264,1.7478667,-1.0
0.4880833,1.662722,-1.0
-1.5260745,0.34293392,-1.0
2.80339,3.1626148,1.0
1.5450062,0.024678318,-1.0
0.59978676,-1.6853434,-1.0
3.0299735,0.23117782,1.0
-2.0813663,3.464649,1.0
-1.3789256,0.665289,-1.0
0.6049406,3.555184,1.0
-2.644991,2.3667743,1.0
-4.225071,1.2459137,1.0
0.78859854,0.24638091,-1.0
1.4630201,3.6294522,1.0
-0.29898742,-1.2866002,-1.0
1.5144194,4.15684,1.0
-0.6494424,1.1055145,-1.0
-1.2903637,0.6320482,-1.0
-0.5770823,-0.31043568,-1.0
-3.2742653,1.0197381,1.0
4.22812,2.4045944,1.0
3.47818,1.4565644,1.0
1.3307605,-0.45653015,-1.0
-0.51771665,-1.6347617,-1.0
0.13190994,-0.5236536,-1.0
-1.9065522,-0.25201297,-1.0
3.3580022,3.5405369,1.0
-0.46617082,0.29717067,-1.0
1.1231083,0.41131604,-1.0
-0.10099657,-1.0575264,-1.0
-3.1750896,0.1723659,1.0
-1.2022926,3.5760381,1.0
-1.5712715,0.40914682,-1.0
-0.23239951,-0.28694558,-1.0
-4.080761,0.62811905,1.0
-0.20731798,0.6071044,-1.0
-4.1793723,1.3809805,1.0
1.2278092,0.8603888,-1.0
-0.09354217,3.7207415,1.0
0.6917113,0.66532236,-1.0
1.1260866,1.3955941,-1.0
-3.1487515,2.9721475,1.0
4.685872,0.08679285,1.0
0.47990212,0.83221805,-1.0
3.2855258,1.1541569,1.0
3.7781029,1.3089763,1.0
1.4510572,4.3929152,1.0
0.87999064,1.036106,-1.0
0.12742369,-1.8314273,-1.0
0.85709655,1.4755385,-1.0
0.7581686,0.045864914,-1.0
-0.86385494,4.7821097,1.0
-1.791188,4.4088597,1.0
3.3752036,2.8070521,1.0
0.9923208,1.6016353,-1.0
-0.6735644,0.37735626,-1.0
2.9799573,2.2196896,1.0
-1.9225755,0.18767762,-1.0
-3.6771476,2.5826924,1.0
-4.745686,0.84361726,1.0
-0.024317369,3.6058133,1.0
4.157119,2.6215963,1.0
-0.8802356,-1.70634,-1.0
4.356134,0.5414611,1.0
-0.22791547,-0.30158237,-1.0
-1.0252866,0.9344946,-1.0
4.498163,0.99949145,1.0
1.2392141,-1.568975,-1.0
3.877603,0.11454281,1.0
-1.0030781,3.3639119,1.0
0.9741128,1.2901553,-1.0
-2.8024125,1.4235802,1.0
-3.8430114,0.0031185637,1.0
-3.4447243,0.5065166,1.0
-0.20056988,1.491531,-1.0
-0.14532095,4.5404754,1.0
-1.5837705,-1.0462412,-1.0
0.30659714,3.776631,1.0
-1.3258811,0.90801257,-1.0
