0,1,2,3,4,5,6,7,8,9,10
-0.022948933861731385,-1.752994502678414,-0.10910125023074327,-0.06266665117870836,-0.18563036593920493,0.04669127064213987,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,-0.7417645465721154,0.0
-0.021603331844694193,-0.7132501865242821,-0.10910125023074327,-0.05929180224938891,-0.34552342486680054,0.8199648080780392,-0.06115698566417553,1.6927987394383357,-0.054476536553971236,0.9998099002586344,0.0
-0.02093072694602336,0.18786155414263217,0.1766767801297329,-0.061764268035484036,0.23148196169800106,0.8199648080780392,-0.06115698566417553,-0.04743838745238789,-0.054476536553971236,-0.7417645465721154,1.0
-0.020760887044892314,-0.08940359683180298,0.7482328408506852,-0.06108329292397153,-0.1016517506415808,-0.14662711371683496,0.2274215418328712,-0.04743838745238789,-0.054476536553971236,-0.7417645465721154,1.0
-0.020467189049541236,-0.29735246006262933,0.1766767801297329,-0.061737552597188404,-0.046592923393469605,-1.113219035511709,0.5160000693299179,-0.04743838745238789,-0.054476536553971236,0.9998099002586344,1.0
-0.021638848937877795,-1.752994502678414,-0.10910125023074327,-0.0622536768737407,-0.19723999239177384,-0.33994549807580976,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,-0.7417645465721154,1.0
-0.022952700872491686,0.257177841886241,-0.10910125023074327,-0.06210438347679833,0.05768515851583189,1.3999199611549635,-0.06115698566417553,0.8226801759929739,-0.054476536553971236,-0.7417645465721154,0.0
-0.022951910430134923,0.9503407193223288,-0.10910125023074327,-0.0624851322451236,-0.017673135343956658,-0.14662711371683496,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,-0.7417645465721154,0.0
-0.0199293836946682,-0.9905153374987172,-0.10910125023074327,-0.06121705974910837,0.12296323779105463,0.24000965500111468,-0.06115698566417553,2.5629173028836973,-0.054476536553971236,0.9998099002586344,1.0
-0.01974151514850283,0.0492289786554146,-0.10910125023074327,-0.061686613270186465,0.00505948651227107,0.24000965500111468,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,0.12902267684325952,0.0
-0.020348355616574425,-1.752994502678414,0.1766767801297329,-0.06239503929626585,-0.0883041561571902,0.4333280393600895,-0.06115698566417553,-0.9175569508977497,0.23555615821404854,0.12902267684325952,1.0
-0.021424238043190578,0.46512670511706733,0.46245481049020903,-0.06163977395204218,-0.08135228402990344,1.2066015767959888,-0.06115698566417553,-0.04743838745238789,-0.054476536553971236,-0.7417645465721154,0.0
-0.02121372106996033,-2.030259653652849,-0.10910125023074327,-0.06264959195020794,-0.40809027401238146,-1.3065374198706838,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,-0.7417645465721154,0.0
-0.022949358710638412,-0.6439338987806733,-0.10910125023074327,-0.06266724003752612,0.05768515851583189,-1.113219035511709,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,0.9998099002586344,0.0
-0.020706624782884268,-1.1291479129859348,0.1766767801297329,-0.061552464124330915,-0.023443189209604674,-0.5332638824347846,-0.06115698566417553,0.8226801759929739,-0.054476536553971236,-0.7417645465721154,1.0
-0.021967151777929243,0.0492289786554146,0.1766767801297329,-0.061685450699400714,0.3705194042437364,1.2066015767959888,-0.06115698566417553,-0.04743838745238789,-0.054476536553971236,-0.7417645465721154,1.0
-0.02283242696507392,0.32649412962984975,-0.10910125023074327,-0.06219797971837071,0.648594289335207,0.04669127064213987,-0.06115698566417553,0.8226801759929739,-0.054476536553971236,0.9998099002586344,0.0
-0.01998809103411975,-0.7825664742678908,0.1766767801297329,-0.06093125912758543,-0.20648598232106524,1.3999199611549635,-0.06115698566417553,0.8226801759929739,-0.054476536553971236,-0.7417645465721154,1.0
-0.016123195074749876,0.3958104173734585,0.1766767801297329,-0.06113479784881008,-0.40809027401238146,-0.14662711371683496,1.0931571243240112,-0.9175569508977497,-0.054476536553971236,0.12902267684325952,1.0
-0.022846567758053292,1.227605870296764,-0.10910125023074327,-0.06264831111666416,-0.07440041190261668,-1.113219035511709,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,-0.7417645465721154,0.0
-0.022357426321939336,-1.3370967762167612,0.1766767801297329,-0.062473653263096444,-0.08135228402990344,-0.5332638824347846,-0.06115698566417553,-0.9175569508977497,-0.054476536553971236,1.8705971236740093,0.0
-0.018964136937455186,0.0492289786554146,0.46245481049020903,-0.06125468964122743,0.5547440156168357,0.4333280393600895,-0.06115698566417553,1.6927987394383357,-0.054476536553971236,-0.7417645465721154,1.0
